Kích_thước,Chiều_dài,Chu_vi,Màu_sắc,Chất_liệu,Kiểu_dáng,Họa_tiết,Phụ_kiện,Độ_dày,Tính_năng_đặc_biệt,Lứa_tuổi
M,124,88,Đen,Polyester,Váy,Đơn sắc,Cúc,Vừa,Chống nước,Thiếu niên
L,144,91,Trắng,Polyester,Quần,Kẻ caro,Không,Dày,Chống nước,Thiếu niên
XL,132,85,Xám,Denim,Quần,Kẻ caro,Thắt lưng,Dày,Chống nước,Thiếu niên
M,128,89,Xám,Cotton,Váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Thiếu niên
L,142,89,Trắng,Denim,Áo len,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Thiếu niên
XL,126,100,Đen,Lụa,Quần,Trơn,Không,Vừa,Chống nắng,Thiếu niên
M,120,99,Đen,Cotton,Áo len,Kẻ caro,Khóa kéo,Vừa,Giữ ấm,Thiếu niên
L,127,100,Tím,Cotton,Áo len,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
XL,139,94,Tím,Cotton,Váy,Đơn sắc,Cúc,Dày,Chống nắng,Thiếu niên
M,121,95,Xám,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
L,128,81,Tím,Polyester,Váy,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
XL,148,92,Tím,Lụa,Váy,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
M,127,90,Tím,Lụa,Quần,Đơn sắc,Cúc,Dày,Chống nước,Thiếu niên
L,142,93,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
XL,137,91,Trắng,Denim,Áo len,Trơn,Cúc,Vừa,Chống nước,Thiếu niên
M,125,91,Trắng,Denim,Áo khoác,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Thiếu niên
L,129,98,Tím,Denim,Áo sơ mi,Đơn sắc,Không,Dày,Giữ ấm,Thiếu niên
XL,132,90,Xám,Cotton,Quần,Đơn sắc,Thắt lưng,Dày,Thoáng khí,Thiếu niên
M,141,98,Đen,Polyester,Chân váy,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
L,130,88,Đen,Polyester,Chân váy,Trơn,Thắt lưng,Dày,Giữ ấm,Thiếu niên
XL,132,80,Trắng,Polyester,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
M,143,93,Trắng,Denim,Áo khoác,Đơn sắc,Không,Vừa,Chống nắng,Thiếu niên
L,129,80,Tím,Lụa,Váy,Kẻ caro,Cúc,Dày,Chống nắng,Thiếu niên
XL,139,93,Tím,Cotton,Áo sơ mi,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Thiếu niên
M,127,93,Đen,Cotton,Quần,Kẻ caro,Không,Vừa,Giữ ấm,Thiếu niên
L,126,100,Xám,Lụa,Áo sơ mi,Đơn sắc,Cúc,Vừa,Chống nắng,Thiếu niên
XL,134,98,Tím,Lụa,Quần,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Thiếu niên
M,131,96,Tím,Denim,Váy,Kẻ caro,Không,Dày,Giữ ấm,Thiếu niên
L,137,86,Đen,Polyester,Chân váy,Đơn sắc,Không,Vừa,Giữ ấm,Thiếu niên
XL,131,80,Tím,Denim,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,146,89,Trắng,Polyester,Áo khoác,Trơn,Khóa kéo,Vừa,Chống nắng,Thiếu niên
L,130,86,Xám,Lụa,Quần,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,148,97,Xám,Denim,Váy,Đơn sắc,Không,Vừa,Thoáng khí,Thiếu niên
M,132,80,Đen,Denim,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
L,132,87,Trắng,Polyester,Váy,Trơn,Thắt lưng,Dày,Thoáng khí,Thiếu niên
XL,121,89,Tím,Lụa,Chân váy,Trơn,Khóa kéo,Vừa,Chống nắng,Thiếu niên
M,144,94,Đen,Denim,Áo khoác,Trơn,Thắt lưng,Dày,Thoáng khí,Thiếu niên
L,130,96,Xám,Polyester,Áo sơ mi,Trơn,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
XL,136,82,Tím,Denim,Váy,Kẻ caro,Khóa kéo,Dày,Chống nước,Thiếu niên
M,150,89,Xám,Denim,Váy,Đơn sắc,Cúc,Dày,Thoáng khí,Thiếu niên
L,139,98,Tím,Polyester,Chân váy,Đơn sắc,Cúc,Dày,Chống nước,Thiếu niên
XL,124,83,Tím,Denim,Áo len,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
M,127,97,Trắng,Cotton,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Chống nước,Thiếu niên
L,146,83,Đen,Polyester,Áo khoác,Đơn sắc,Không,Vừa,Giữ ấm,Thiếu niên
XL,140,94,Trắng,Cotton,Quần,Kẻ caro,Cúc,Vừa,Giữ ấm,Thiếu niên
M,120,97,Trắng,Denim,Chân váy,Kẻ caro,Thắt lưng,Dày,Chống nước,Thiếu niên
L,144,83,Xám,Cotton,Váy,Đơn sắc,Không,Dày,Chống nước,Thiếu niên
XL,132,82,Tím,Denim,Áo sơ mi,Đơn sắc,Cúc,Dày,Giữ ấm,Thiếu niên
M,120,91,Trắng,Cotton,Áo khoác,Trơn,Cúc,Dày,Chống nắng,Thiếu niên
L,129,95,Trắng,Denim,Áo khoác,Kẻ caro,Cúc,Vừa,Chống nước,Thiếu niên
XL,138,82,Tím,Polyester,Áo sơ mi,Kẻ caro,Cúc,Dày,Thoáng khí,Thiếu niên
M,136,91,Xám,Cotton,Áo len,Kẻ caro,Cúc,Vừa,Chống nắng,Thiếu niên
L,147,89,Xám,Lụa,Chân váy,Kẻ caro,Thắt lưng,Dày,Chống nước,Thiếu niên
XL,122,80,Đen,Lụa,Váy,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
M,137,89,Đen,Denim,Chân váy,Đơn sắc,Cúc,Dày,Chống nắng,Thiếu niên
L,127,99,Xám,Denim,Áo khoác,Đơn sắc,Không,Vừa,Giữ ấm,Thiếu niên
XL,126,84,Xám,Polyester,Váy,Kẻ caro,Không,Dày,Chống nước,Thiếu niên
M,138,85,Trắng,Cotton,Chân váy,Trơn,Không,Vừa,Giữ ấm,Thiếu niên
L,120,83,Đen,Denim,Váy,Kẻ caro,Cúc,Dày,Chống nước,Thiếu niên
XL,146,84,Đen,Cotton,Áo len,Đơn sắc,Không,Dày,Thoáng khí,Thiếu niên
M,141,81,Đen,Denim,Áo khoác,Kẻ caro,Không,Vừa,Chống nắng,Thiếu niên
L,148,98,Đen,Denim,Quần,Kẻ caro,Không,Dày,Chống nắng,Thiếu niên
XL,141,89,Trắng,Lụa,Áo sơ mi,Đơn sắc,Cúc,Dày,Chống nước,Thiếu niên
M,149,95,Trắng,Denim,Chân váy,Trơn,Khóa kéo,Vừa,Giữ ấm,Thiếu niên
L,128,87,Tím,Polyester,Áo sơ mi,Kẻ caro,Không,Dày,Chống nắng,Thiếu niên
XL,122,91,Xám,Polyester,Quần,Trơn,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
M,120,98,Tím,Denim,Áo sơ mi,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
L,147,84,Trắng,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Thiếu niên
XL,141,100,Trắng,Denim,Quần,Trơn,Không,Dày,Chống nắng,Thiếu niên
M,149,93,Đen,Denim,Áo khoác,Đơn sắc,Không,Vừa,Chống nước,Thiếu niên
L,135,100,Tím,Polyester,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
XL,150,97,Trắng,Lụa,Áo khoác,Kẻ caro,Khóa kéo,Vừa,Chống nước,Thiếu niên
M,149,100,Đen,Polyester,Váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Thiếu niên
L,130,98,Đen,Denim,Áo khoác,Trơn,Cúc,Dày,Giữ ấm,Thiếu niên
XL,138,86,Xám,Denim,Áo khoác,Đơn sắc,Khóa kéo,Dày,Chống nắng,Thiếu niên
M,134,87,Đen,Denim,Chân váy,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Thiếu niên
L,127,91,Xám,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
XL,137,100,Tím,Denim,Váy,Trơn,Khóa kéo,Vừa,Chống nắng,Thiếu niên
M,126,87,Trắng,Cotton,Váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Thiếu niên
L,125,91,Đen,Polyester,Áo len,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Thiếu niên
XL,130,97,Tím,Polyester,Áo sơ mi,Trơn,Khóa kéo,Vừa,Chống nước,Thiếu niên
M,138,97,Tím,Lụa,Váy,Kẻ caro,Thắt lưng,Dày,Chống nắng,Thiếu niên
L,128,99,Xám,Lụa,Áo khoác,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
XL,149,97,Tím,Polyester,Áo len,Kẻ caro,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
M,121,87,Trắng,Denim,Áo khoác,Trơn,Cúc,Vừa,Chống nắng,Thiếu niên
L,143,90,Trắng,Polyester,Áo len,Kẻ caro,Cúc,Vừa,Thoáng khí,Thiếu niên
XL,141,91,Tím,Denim,Áo khoác,Kẻ caro,Cúc,Dày,Chống nắng,Thiếu niên
M,141,97,Tím,Lụa,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nắng,Thiếu niên
L,139,82,Tím,Lụa,Áo len,Trơn,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
XL,134,88,Xám,Polyester,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
M,129,80,Trắng,Denim,Áo len,Trơn,Không,Dày,Thoáng khí,Thiếu niên
L,137,90,Đen,Polyester,Chân váy,Đơn sắc,Khóa kéo,Dày,Chống nắng,Thiếu niên
XL,132,100,Trắng,Polyester,Áo sơ mi,Đơn sắc,Cúc,Vừa,Chống nước,Thiếu niên
M,142,96,Xám,Lụa,Chân váy,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Thiếu niên
L,126,99,Đen,Cotton,Áo khoác,Kẻ caro,Cúc,Vừa,Thoáng khí,Thiếu niên
XL,130,81,Xám,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Chống nước,Thiếu niên
M,122,95,Trắng,Polyester,Chân váy,Kẻ caro,Cúc,Vừa,Giữ ấm,Thiếu niên
L,125,86,Đen,Denim,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Thiếu niên
XL,122,90,Tím,Polyester,Quần,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,137,99,Đen,Lụa,Chân váy,Trơn,Cúc,Vừa,Chống nước,Thiếu niên
L,136,91,Đen,Denim,Váy,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
XL,127,87,Tím,Denim,Váy,Trơn,Cúc,Vừa,Giữ ấm,Thiếu niên
M,126,97,Trắng,Polyester,Chân váy,Trơn,Cúc,Dày,Chống nắng,Thiếu niên
L,144,80,Xám,Denim,Quần,Đơn sắc,Khóa kéo,Dày,Chống nắng,Thiếu niên
XL,133,82,Đen,Lụa,Áo sơ mi,Đơn sắc,Cúc,Dày,Chống nước,Thiếu niên
M,144,93,Đen,Lụa,Chân váy,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
L,132,89,Tím,Lụa,Chân váy,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
XL,132,91,Trắng,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Vừa,Chống nước,Thiếu niên
M,132,97,Tím,Polyester,Áo khoác,Trơn,Không,Vừa,Thoáng khí,Thiếu niên
L,142,90,Xám,Denim,Váy,Kẻ caro,Không,Dày,Thoáng khí,Thiếu niên
XL,142,89,Trắng,Denim,Váy,Trơn,Không,Vừa,Chống nước,Thiếu niên
M,126,94,Xám,Denim,Áo khoác,Đơn sắc,Cúc,Dày,Giữ ấm,Thiếu niên
L,126,93,Trắng,Polyester,Áo len,Trơn,Cúc,Vừa,Giữ ấm,Thiếu niên
XL,128,97,Đen,Lụa,Quần,Kẻ caro,Cúc,Vừa,Chống nước,Thiếu niên
M,129,95,Đen,Denim,Áo khoác,Đơn sắc,Khóa kéo,Vừa,Chống nước,Thiếu niên
L,148,98,Tím,Lụa,Chân váy,Trơn,Cúc,Dày,Chống nắng,Thiếu niên
XL,145,87,Đen,Cotton,Áo sơ mi,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,144,91,Tím,Polyester,Chân váy,Đơn sắc,Cúc,Vừa,Chống nước,Thiếu niên
L,135,98,Đen,Denim,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nước,Thiếu niên
XL,147,83,Xám,Denim,Chân váy,Trơn,Không,Vừa,Thoáng khí,Thiếu niên
M,150,85,Trắng,Denim,Áo khoác,Trơn,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
L,120,97,Trắng,Polyester,Áo khoác,Đơn sắc,Cúc,Vừa,Chống nước,Thiếu niên
XL,141,82,Đen,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
M,124,98,Xám,Cotton,Áo khoác,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
L,128,97,Tím,Cotton,Váy,Đơn sắc,Thắt lưng,Dày,Chống nước,Thiếu niên
XL,131,96,Đen,Cotton,Váy,Trơn,Không,Dày,Chống nắng,Thiếu niên
M,139,81,Trắng,Polyester,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Chống nước,Thiếu niên
L,139,88,Xám,Polyester,Quần,Đơn sắc,Khóa kéo,Vừa,Chống nước,Thiếu niên
XL,127,83,Tím,Denim,Chân váy,Trơn,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
M,142,84,Trắng,Polyester,Áo len,Trơn,Khóa kéo,Vừa,Chống nước,Thiếu niên
L,124,93,Tím,Lụa,Váy,Đơn sắc,Khóa kéo,Vừa,Giữ ấm,Thiếu niên
XL,127,84,Xám,Polyester,Áo khoác,Trơn,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
M,135,100,Đen,Denim,Quần,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
L,122,87,Tím,Cotton,Váy,Kẻ caro,Thắt lưng,Vừa,Chống nước,Thiếu niên
XL,133,93,Tím,Polyester,Chân váy,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
M,140,86,Tím,Lụa,Chân váy,Kẻ caro,Không,Vừa,Chống nước,Thiếu niên
L,127,85,Đen,Lụa,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,131,83,Xám,Cotton,Váy,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Thiếu niên
M,141,87,Xám,Denim,Chân váy,Kẻ caro,Không,Dày,Chống nắng,Thiếu niên
L,139,97,Đen,Cotton,Áo sơ mi,Kẻ caro,Cúc,Dày,Thoáng khí,Thiếu niên
XL,130,93,Xám,Polyester,Quần,Đơn sắc,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,125,88,Trắng,Polyester,Váy,Đơn sắc,Không,Dày,Chống nước,Thiếu niên
L,124,99,Đen,Lụa,Chân váy,Đơn sắc,Cúc,Vừa,Giữ ấm,Thiếu niên
XL,150,94,Trắng,Denim,Váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Thiếu niên
M,144,92,Xám,Denim,Váy,Trơn,Không,Dày,Chống nắng,Thiếu niên
L,129,98,Xám,Lụa,Váy,Kẻ caro,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,141,83,Đen,Lụa,Váy,Đơn sắc,Cúc,Vừa,Giữ ấm,Thiếu niên
M,147,89,Trắng,Polyester,Váy,Trơn,Cúc,Dày,Chống nước,Thiếu niên
L,137,94,Xám,Cotton,Áo khoác,Kẻ caro,Không,Vừa,Chống nắng,Thiếu niên
XL,150,86,Trắng,Cotton,Áo len,Kẻ caro,Không,Vừa,Chống nắng,Thiếu niên
M,133,92,Đen,Denim,Quần,Đơn sắc,Thắt lưng,Vừa,Chống nước,Thiếu niên
L,120,97,Tím,Cotton,Chân váy,Kẻ caro,Cúc,Vừa,Chống nắng,Thiếu niên
XL,120,87,Đen,Denim,Chân váy,Đơn sắc,Không,Vừa,Chống nắng,Thiếu niên
M,134,86,Trắng,Cotton,Áo len,Trơn,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
L,129,97,Xám,Lụa,Áo sơ mi,Kẻ caro,Khóa kéo,Vừa,Giữ ấm,Thiếu niên
XL,124,97,Xám,Lụa,Áo sơ mi,Đơn sắc,Cúc,Dày,Thoáng khí,Thiếu niên
M,146,82,Đen,Cotton,Áo sơ mi,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
L,145,83,Xám,Polyester,Áo len,Đơn sắc,Không,Vừa,Chống nước,Thiếu niên
XL,131,93,Tím,Cotton,Quần,Trơn,Cúc,Dày,Giữ ấm,Thiếu niên
M,144,100,Tím,Cotton,Áo len,Kẻ caro,Thắt lưng,Dày,Chống nước,Thiếu niên
L,148,90,Trắng,Polyester,Quần,Đơn sắc,Cúc,Dày,Thoáng khí,Thiếu niên
XL,148,85,Trắng,Polyester,Áo len,Trơn,Khóa kéo,Dày,Chống nắng,Thiếu niên
M,142,96,Tím,Lụa,Chân váy,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
L,120,95,Xám,Polyester,Váy,Trơn,Cúc,Vừa,Chống nắng,Thiếu niên
XL,145,88,Xám,Lụa,Áo sơ mi,Đơn sắc,Thắt lưng,Dày,Chống nắng,Thiếu niên
M,146,84,Trắng,Lụa,Áo khoác,Đơn sắc,Không,Dày,Giữ ấm,Thiếu niên
L,137,81,Xám,Lụa,Áo sơ mi,Trơn,Cúc,Dày,Chống nước,Thiếu niên
XL,127,82,Trắng,Denim,Quần,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
M,147,96,Trắng,Cotton,Áo sơ mi,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
L,138,90,Xám,Cotton,Chân váy,Trơn,Cúc,Dày,Chống nắng,Thiếu niên
XL,131,81,Xám,Lụa,Áo sơ mi,Đơn sắc,Không,Dày,Thoáng khí,Thiếu niên
M,149,95,Tím,Cotton,Váy,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
L,121,80,Trắng,Lụa,Áo sơ mi,Trơn,Không,Dày,Chống nước,Thiếu niên
XL,134,83,Xám,Polyester,Áo sơ mi,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
M,149,93,Tím,Denim,Áo len,Trơn,Cúc,Dày,Thoáng khí,Thiếu niên
L,141,84,Xám,Polyester,Chân váy,Đơn sắc,Thắt lưng,Vừa,Chống nước,Thiếu niên
XL,144,100,Đen,Polyester,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
M,137,93,Tím,Polyester,Áo khoác,Trơn,Không,Vừa,Chống nắng,Thiếu niên
L,120,93,Trắng,Cotton,Áo len,Đơn sắc,Không,Vừa,Thoáng khí,Thiếu niên
XL,146,95,Trắng,Cotton,Quần,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Thiếu niên
M,121,93,Đen,Cotton,Áo khoác,Kẻ caro,Thắt lưng,Dày,Chống nắng,Thiếu niên
L,138,99,Đen,Cotton,Quần,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
XL,126,99,Tím,Denim,Quần,Kẻ caro,Khóa kéo,Vừa,Chống nắng,Thiếu niên
M,135,96,Tím,Polyester,Áo khoác,Đơn sắc,Cúc,Vừa,Thoáng khí,Thiếu niên
L,129,86,Xám,Polyester,Chân váy,Kẻ caro,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,134,83,Tím,Cotton,Áo len,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,125,81,Tím,Polyester,Áo khoác,Kẻ caro,Cúc,Vừa,Chống nắng,Thiếu niên
L,147,98,Đen,Polyester,Áo sơ mi,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
XL,149,82,Xám,Denim,Áo len,Kẻ caro,Cúc,Dày,Chống nước,Thiếu niên
M,122,92,Trắng,Lụa,Chân váy,Đơn sắc,Cúc,Dày,Chống nắng,Thiếu niên
L,127,98,Đen,Lụa,Áo khoác,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Thiếu niên
XL,141,98,Đen,Polyester,Áo khoác,Kẻ caro,Không,Dày,Chống nắng,Thiếu niên
M,133,88,Trắng,Lụa,Váy,Trơn,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
L,146,86,Xám,Denim,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,129,98,Xám,Denim,Chân váy,Trơn,Khóa kéo,Dày,Chống nắng,Thiếu niên
M,132,84,Xám,Lụa,Áo len,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
L,126,85,Tím,Denim,Váy,Trơn,Thắt lưng,Dày,Chống nắng,Thiếu niên
XL,146,97,Đen,Lụa,Áo sơ mi,Trơn,Thắt lưng,Dày,Chống nắng,Thiếu niên
M,143,97,Đen,Denim,Quần,Đơn sắc,Cúc,Dày,Chống nước,Thiếu niên
L,141,88,Đen,Cotton,Váy,Đơn sắc,Cúc,Dày,Giữ ấm,Thiếu niên
XL,120,100,Đen,Denim,Áo len,Trơn,Khóa kéo,Vừa,Chống nước,Thiếu niên
M,146,92,Trắng,Lụa,Váy,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
L,137,89,Tím,Polyester,Chân váy,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
XL,131,96,Tím,Cotton,Quần,Trơn,Thắt lưng,Dày,Chống nước,Thiếu niên
M,133,93,Tím,Cotton,Quần,Trơn,Không,Vừa,Chống nắng,Thiếu niên
L,146,89,Trắng,Denim,Áo len,Đơn sắc,Thắt lưng,Vừa,Chống nắng,Thiếu niên
XL,140,86,Trắng,Denim,Áo len,Kẻ caro,Cúc,Vừa,Giữ ấm,Thiếu niên
M,126,95,Xám,Polyester,Quần,Trơn,Khóa kéo,Dày,Chống nước,Thiếu niên
L,149,99,Tím,Denim,Áo khoác,Kẻ caro,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
XL,137,98,Xám,Denim,Áo sơ mi,Đơn sắc,Khóa kéo,Dày,Chống nước,Thiếu niên
M,128,85,Xám,Cotton,Áo len,Kẻ caro,Không,Vừa,Giữ ấm,Thiếu niên
L,131,98,Xám,Polyester,Váy,Đơn sắc,Khóa kéo,Dày,Thoáng khí,Thiếu niên
XL,127,96,Tím,Cotton,Áo len,Đơn sắc,Khóa kéo,Dày,Chống nắng,Thiếu niên
M,127,94,Đen,Polyester,Áo sơ mi,Trơn,Thắt lưng,Dày,Thoáng khí,Thiếu niên
L,130,81,Xám,Denim,Quần,Trơn,Thắt lưng,Dày,Giữ ấm,Thiếu niên
XL,126,88,Trắng,Cotton,Áo len,Kẻ caro,Không,Vừa,Chống nắng,Thiếu niên
M,134,90,Trắng,Denim,Quần,Đơn sắc,Không,Dày,Thoáng khí,Thiếu niên
L,134,90,Tím,Polyester,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Thiếu niên
XL,120,98,Tím,Polyester,Quần,Đơn sắc,Khóa kéo,Dày,Giữ ấm,Thiếu niên
M,135,85,Xám,Lụa,Chân váy,Kẻ caro,Khóa kéo,Vừa,Chống nắng,Thiếu niên
L,120,93,Tím,Polyester,Áo khoác,Kẻ caro,Không,Dày,Chống nắng,Thiếu niên
XL,126,99,Trắng,Lụa,Váy,Trơn,Không,Vừa,Chống nắng,Thiếu niên
M,148,95,Tím,Denim,Quần,Trơn,Khóa kéo,Dày,Giữ ấm,Thiếu niên
L,143,89,Đen,Denim,Váy,Đơn sắc,Cúc,Vừa,Thoáng khí,Thiếu niên
XL,127,96,Xám,Polyester,Váy,Đơn sắc,Không,Vừa,Thoáng khí,Thiếu niên
M,148,92,Tím,Cotton,Áo sơ mi,Kẻ caro,Thắt lưng,Dày,Thoáng khí,Thiếu niên
L,140,98,Trắng,Cotton,Áo sơ mi,Kẻ caro,Khóa kéo,Dày,Thoáng khí,Thiếu niên
XL,144,96,Tím,Denim,Quần,Kẻ caro,Không,Dày,Giữ ấm,Thiếu niên
M,137,99,Tím,Denim,Quần,Đơn sắc,Không,Vừa,Thoáng khí,Thiếu niên
L,147,96,Tím,Cotton,Quần,Đơn sắc,Khóa kéo,Dày,Chống nắng,Thiếu niên
XL,149,92,Tím,Lụa,Quần,Kẻ caro,Khóa kéo,Vừa,Chống nước,Thiếu niên
M,147,91,Trắng,Polyester,Áo sơ mi,Trơn,Cúc,Vừa,Chống nước,Thiếu niên
L,121,92,Tím,Lụa,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
XL,125,89,Trắng,Lụa,Áo sơ mi,Kẻ caro,Không,Dày,Chống nước,Thiếu niên
M,145,84,Đen,Cotton,Váy,Kẻ caro,Khóa kéo,Dày,Giữ ấm,Thiếu niên
L,132,84,Xám,Lụa,Chân váy,Trơn,Không,Dày,Thoáng khí,Thiếu niên
XL,125,100,Xám,Polyester,Áo khoác,Đơn sắc,Thắt lưng,Vừa,Thoáng khí,Thiếu niên
M,131,96,Xám,Lụa,Chân váy,Trơn,Khóa kéo,Vừa,Chống nắng,Thiếu niên
L,141,88,Đen,Cotton,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Thiếu niên
XL,137,85,Trắng,Cotton,Áo len,Đơn sắc,Không,Dày,Giữ ấm,Thiếu niên
M,135,89,Xám,Denim,Váy,Trơn,Không,Vừa,Chống nước,Thiếu niên
L,128,85,Đen,Polyester,Áo sơ mi,Trơn,Khóa kéo,Dày,Chống nắng,Thiếu niên
XL,136,84,Tím,Denim,Váy,Đơn sắc,Thắt lưng,Dày,Giữ ấm,Thiếu niên
M,120,97,Đen,Polyester,Áo len,Kẻ caro,Cúc,Dày,Giữ ấm,Thiếu niên
L,120,90,Tím,Polyester,Quần,Trơn,Không,Vừa,Chống nước,Thiếu niên
XL,131,83,Tím,Denim,Áo sơ mi,Đơn sắc,Khóa kéo,Vừa,Chống nắng,Thiếu niên
M,124,83,Trắng,Denim,Áo khoác,Đơn sắc,Thắt lưng,Dày,Chống nước,Thiếu niên
L,150,89,Đen,Polyester,Áo sơ mi,Đơn sắc,Không,Dày,Chống nắng,Thiếu niên
XL,135,99,Xám,Denim,Áo len,Trơn,Không,Vừa,Thoáng khí,Thiếu niên
M,144,92,Tím,Polyester,Váy,Trơn,Khóa kéo,Dày,Thoáng khí,Thiếu niên
L,148,90,Đen,Lụa,Váy,Đơn sắc,Khóa kéo,Vừa,Thoáng khí,Thiếu niên
XL,133,94,Tím,Cotton,Chân váy,Kẻ caro,Thắt lưng,Dày,Giữ ấm,Thiếu niên
M,142,90,Tím,Polyester,Chân váy,Kẻ caro,Cúc,Vừa,Chống nắng,Thiếu niên
L,140,88,Tím,Lụa,Áo khoác,Trơn,Khóa kéo,Dày,Giữ ấm,Thiếu niên
XL,147,82,Đen,Denim,Áo len,Kẻ caro,Thắt lưng,Vừa,Giữ ấm,Thiếu niên
M,140,87,Trắng,Lụa,Áo len,Trơn,Khóa kéo,Dày,Giữ ấm,Thiếu niên
